Serial Number: 1642-0005
Battery Status: 90.9 %
Description: 39-78
Product Code: EI-HS-D-32-L
Index	Elapsed  Time	Date	Time	Air Temp ( XC)	Humidity (%RH)
6494	 10:49:18	2024/2/7	 W   01:00:18	21.9	65.0
6495	 10:49:24	2024/2/7	 W   01:00:24	21.9	65.0
6496	 10:49:30	2024/2/7	 W   01:00:30	21.9	65.0
6497	 10:49:36	2024/2/7	 W   01:00:36	21.9	65.0
6498	 10:49:42	2024/2/7	 W   01:00:42	21.9	65.0
6499	 10:49:48	2024/2/7	 W   01:00:48	21.9	65.0
6500	 10:49:54	2024/2/7	 W   01:00:54	21.9	65.0
6501	 10:50:00	2024/2/7	 W   01:01:00	21.9	65.0
6502	 10:50:06	2024/2/7	 W   01:01:06	21.9	65.0
6503	 10:50:12	2024/2/7	 W   01:01:12	21.9	65.0
6504	 10:50:18	2024/2/7	 W   01:01:18	21.9	65.0
6505	 10:50:24	2024/2/7	 W   01:01:24	21.9	65.0
6506	 10:50:30	2024/2/7	 W   01:01:30	21.9	65.0
6507	 10:50:36	2024/2/7	 W   01:01:36	21.9	65.0
6508	 10:50:42	2024/2/7	 W   01:01:42	21.9	65.0
6509	 10:50:48	2024/2/7	 W   01:01:48	21.9	65.0
6510	 10:50:54	2024/2/7	 W   01:01:54	21.9	65.0
6511	 10:51:00	2024/2/7	 W   01:02:00	21.9	65.0
6512	 10:51:06	2024/2/7	 W   01:02:06	21.9	65.0
6513	 10:51:12	2024/2/7	 W   01:02:12	21.9	65.0
6514	 10:51:18	2024/2/7	 W   01:02:18	21.9	65.0
6515	 10:51:24	2024/2/7	 W   01:02:24	21.9	65.0
6516	 10:51:30	2024/2/7	 W   01:02:30	21.9	65.0
6517	 10:51:36	2024/2/7	 W   01:02:36	21.9	65.0
6518	 10:51:42	2024/2/7	 W   01:02:42	21.9	65.0
6519	 10:51:48	2024/2/7	 W   01:02:48	21.9	65.0
6520	 10:51:54	2024/2/7	 W   01:02:54	21.9	65.0
6521	 10:52:00	2024/2/7	 W   01:03:00	21.9	65.0
6522	 10:52:06	2024/2/7	 W   01:03:06	21.9	65.0
6523	 10:52:12	2024/2/7	 W   01:03:12	21.9	65.0
6524	 10:52:18	2024/2/7	 W   01:03:18	21.9	65.0
6525	 10:52:24	2024/2/7	 W   01:03:24	21.9	65.0
6526	 10:52:30	2024/2/7	 W   01:03:30	21.9	65.0
6527	 10:52:36	2024/2/7	 W   01:03:36	21.9	65.0
6528	 10:52:42	2024/2/7	 W   01:03:42	21.9	65.0
6529	 10:52:48	2024/2/7	 W   01:03:48	21.9	65.0
6530	 10:52:54	2024/2/7	 W   01:03:54	21.9	65.0
6531	 10:53:00	2024/2/7	 W   01:04:00	21.9	65.0
6532	 10:53:06	2024/2/7	 W   01:04:06	21.9	65.0
6533	 10:53:12	2024/2/7	 W   01:04:12	21.9	65.0
6534	 10:53:18	2024/2/7	 W   01:04:18	21.9	65.0
6535	 10:53:24	2024/2/7	 W   01:04:24	21.9	65.0
6536	 10:53:30	2024/2/7	 W   01:04:30	21.9	65.1
6537	 10:53:36	2024/2/7	 W   01:04:36	21.9	65.1
6538	 10:53:42	2024/2/7	 W   01:04:42	21.9	65.1
6539	 10:53:48	2024/2/7	 W   01:04:48	21.9	65.0
6540	 10:53:54	2024/2/7	 W   01:04:54	21.9	65.0
6541	 10:54:00	2024/2/7	 W   01:05:00	21.9	65.0
6542	 10:54:06	2024/2/7	 W   01:05:06	21.9	65.0
6543	 10:54:12	2024/2/7	 W   01:05:12	21.9	65.0
6544	 10:54:18	2024/2/7	 W   01:05:18	21.9	65.0
6545	 10:54:24	2024/2/7	 W   01:05:24	21.9	65.0
6546	 10:54:30	2024/2/7	 W   01:05:30	21.9	65.0
6547	 10:54:36	2024/2/7	 W   01:05:36	21.9	65.0
6548	 10:54:42	2024/2/7	 W   01:05:42	21.9	65.0
6549	 10:54:48	2024/2/7	 W   01:05:48	21.9	65.1
6550	 10:54:54	2024/2/7	 W   01:05:54	21.9	65.1
6551	 10:55:00	2024/2/7	 W   01:06:00	21.9	65.1
6552	 10:55:06	2024/2/7	 W   01:06:06	21.9	65.1
6553	 10:55:12	2024/2/7	 W   01:06:12	21.9	65.1
6554	 10:55:18	2024/2/7	 W   01:06:18	21.9	65.1
6555	 10:55:24	2024/2/7	 W   01:06:24	21.9	65.1
6556	 10:55:30	2024/2/7	 W   01:06:30	21.9	65.1
6557	 10:55:36	2024/2/7	 W   01:06:36	21.9	65.0
6558	 10:55:42	2024/2/7	 W   01:06:42	21.9	65.0
6559	 10:55:48	2024/2/7	 W   01:06:48	21.9	65.0
6560	 10:55:54	2024/2/7	 W   01:06:54	21.9	65.1
6561	 10:56:00	2024/2/7	 W   01:07:00	21.9	65.1
6562	 10:56:06	2024/2/7	 W   01:07:06	21.9	65.1
6563	 10:56:12	2024/2/7	 W   01:07:12	21.9	65.1
6564	 10:56:18	2024/2/7	 W   01:07:18	21.9	65.1
6565	 10:56:24	2024/2/7	 W   01:07:24	21.9	65.1
6566	 10:56:30	2024/2/7	 W   01:07:30	21.9	65.1
6567	 10:56:36	2024/2/7	 W   01:07:36	21.9	65.1
6568	 10:56:42	2024/2/7	 W   01:07:42	21.9	65.1
6569	 10:56:48	2024/2/7	 W   01:07:48	21.9	65.1
6570	 10:56:54	2024/2/7	 W   01:07:54	21.9	65.1
6571	 10:57:00	2024/2/7	 W   01:08:00	21.9	65.1
6572	 10:57:06	2024/2/7	 W   01:08:06	21.9	65.1
6573	 10:57:12	2024/2/7	 W   01:08:12	21.9	65.1
6574	 10:57:18	2024/2/7	 W   01:08:18	21.9	65.1
6575	 10:57:24	2024/2/7	 W   01:08:24	21.9	65.1
6576	 10:57:30	2024/2/7	 W   01:08:30	21.9	65.1
6577	 10:57:36	2024/2/7	 W   01:08:36	21.9	65.1
6578	 10:57:42	2024/2/7	 W   01:08:42	21.9	65.1
6579	 10:57:48	2024/2/7	 W   01:08:48	21.9	65.1
6580	 10:57:54	2024/2/7	 W   01:08:54	21.9	65.1
6581	 10:58:00	2024/2/7	 W   01:09:00	21.9	65.1
6582	 10:58:06	2024/2/7	 W   01:09:06	21.9	65.1
6583	 10:58:12	2024/2/7	 W   01:09:12	21.9	65.1
6584	 10:58:18	2024/2/7	 W   01:09:18	21.9	65.1
6585	 10:58:24	2024/2/7	 W   01:09:24	21.9	65.1
6586	 10:58:30	2024/2/7	 W   01:09:30	21.9	65.1
6587	 10:58:36	2024/2/7	 W   01:09:36	21.9	65.1
6588	 10:58:42	2024/2/7	 W   01:09:42	21.9	65.1
6589	 10:58:48	2024/2/7	 W   01:09:48	21.9	65.1
6590	 10:58:54	2024/2/7	 W   01:09:54	21.9	65.1
6591	 10:59:00	2024/2/7	 W   01:10:00	21.9	65.1
6592	 10:59:06	2024/2/7	 W   01:10:06	21.9	65.1
6593	 10:59:12	2024/2/7	 W   01:10:12	21.9	65.1
6594	 10:59:18	2024/2/7	 W   01:10:18	21.9	65.1
6595	 10:59:24	2024/2/7	 W   01:10:24	21.9	65.1
6596	 10:59:30	2024/2/7	 W   01:10:30	21.9	65.1
6597	 10:59:36	2024/2/7	 W   01:10:36	21.9	65.1
6598	 10:59:42	2024/2/7	 W   01:10:42	21.9	65.1
6599	 10:59:48	2024/2/7	 W   01:10:48	21.9	65.1
6600	 10:59:54	2024/2/7	 W   01:10:54	21.9	65.1
6601	 11:00:00	2024/2/7	 W   01:11:00	21.9	65.1
6602	 11:00:06	2024/2/7	 W   01:11:06	21.9	65.1
6603	 11:00:12	2024/2/7	 W   01:11:12	21.9	65.1
6604	 11:00:18	2024/2/7	 W   01:11:18	21.9	65.1
6605	 11:00:24	2024/2/7	 W   01:11:24	21.9	65.1
6606	 11:00:30	2024/2/7	 W   01:11:30	21.9	65.1
6607	 11:00:36	2024/2/7	 W   01:11:36	21.9	65.1
6608	 11:00:42	2024/2/7	 W   01:11:42	21.9	65.1
6609	 11:00:48	2024/2/7	 W   01:11:48	21.9	65.1
6610	 11:00:54	2024/2/7	 W   01:11:54	21.9	65.1
6611	 11:01:00	2024/2/7	 W   01:12:00	21.9	65.1
6612	 11:01:06	2024/2/7	 W   01:12:06	21.9	65.1
6613	 11:01:12	2024/2/7	 W   01:12:12	21.9	65.1
6614	 11:01:18	2024/2/7	 W   01:12:18	21.9	65.1
6615	 11:01:24	2024/2/7	 W   01:12:24	21.9	65.1
6616	 11:01:30	2024/2/7	 W   01:12:30	21.9	65.1
6617	 11:01:36	2024/2/7	 W   01:12:36	21.9	65.1
6618	 11:01:42	2024/2/7	 W   01:12:42	21.9	65.1
6619	 11:01:48	2024/2/7	 W   01:12:48	21.9	65.1
6620	 11:01:54	2024/2/7	 W   01:12:54	21.9	65.1
6621	 11:02:00	2024/2/7	 W   01:13:00	21.9	65.1
6622	 11:02:06	2024/2/7	 W   01:13:06	21.9	65.1
6623	 11:02:12	2024/2/7	 W   01:13:12	21.9	65.1
6624	 11:02:18	2024/2/7	 W   01:13:18	21.9	65.1
6625	 11:02:24	2024/2/7	 W   01:13:24	21.9	65.1
6626	 11:02:30	2024/2/7	 W   01:13:30	21.9	65.1
6627	 11:02:36	2024/2/7	 W   01:13:36	21.9	65.1
6628	 11:02:42	2024/2/7	 W   01:13:42	21.9	65.1
6629	 11:02:48	2024/2/7	 W   01:13:48	21.9	65.1
6630	 11:02:54	2024/2/7	 W   01:13:54	21.9	65.1
6631	 11:03:00	2024/2/7	 W   01:14:00	21.9	65.1
6632	 11:03:06	2024/2/7	 W   01:14:06	21.9	65.1
6633	 11:03:12	2024/2/7	 W   01:14:12	21.9	65.1
6634	 11:03:18	2024/2/7	 W   01:14:18	21.9	65.1
6635	 11:03:24	2024/2/7	 W   01:14:24	21.9	65.1
6636	 11:03:30	2024/2/7	 W   01:14:30	21.9	65.1
6637	 11:03:36	2024/2/7	 W   01:14:36	21.9	65.1
6638	 11:03:42	2024/2/7	 W   01:14:42	21.9	65.1
6639	 11:03:48	2024/2/7	 W   01:14:48	21.9	65.1
6640	 11:03:54	2024/2/7	 W   01:14:54	21.9	65.1
6641	 11:04:00	2024/2/7	 W   01:15:00	21.9	65.1
6642	 11:04:06	2024/2/7	 W   01:15:06	21.9	65.1
6643	 11:04:12	2024/2/7	 W   01:15:12	21.9	65.1
6644	 11:04:18	2024/2/7	 W   01:15:18	21.9	65.1
6645	 11:04:24	2024/2/7	 W   01:15:24	21.9	65.1
6646	 11:04:30	2024/2/7	 W   01:15:30	21.9	65.1
6647	 11:04:36	2024/2/7	 W   01:15:36	21.9	65.1
6648	 11:04:42	2024/2/7	 W   01:15:42	21.9	65.1
6649	 11:04:48	2024/2/7	 W   01:15:48	21.9	65.1
6650	 11:04:54	2024/2/7	 W   01:15:54	21.9	65.1
6651	 11:05:00	2024/2/7	 W   01:16:00	21.9	65.1
6652	 11:05:06	2024/2/7	 W   01:16:06	21.9	65.1
6653	 11:05:12	2024/2/7	 W   01:16:12	21.9	65.1
6654	 11:05:18	2024/2/7	 W   01:16:18	21.9	65.1
6655	 11:05:24	2024/2/7	 W   01:16:24	21.9	65.1
6656	 11:05:30	2024/2/7	 W   01:16:30	21.9	65.1
6657	 11:05:36	2024/2/7	 W   01:16:36	21.9	65.1
6658	 11:05:42	2024/2/7	 W   01:16:42	21.9	65.1
6659	 11:05:48	2024/2/7	 W   01:16:48	21.9	65.1
6660	 11:05:54	2024/2/7	 W   01:16:54	21.9	65.1
6661	 11:06:00	2024/2/7	 W   01:17:00	21.9	65.1
6662	 11:06:06	2024/2/7	 W   01:17:06	21.9	65.1
6663	 11:06:12	2024/2/7	 W   01:17:12	21.9	65.1
6664	 11:06:18	2024/2/7	 W   01:17:18	21.9	65.1
6665	 11:06:24	2024/2/7	 W   01:17:24	21.9	65.1
6666	 11:06:30	2024/2/7	 W   01:17:30	21.9	65.1
6667	 11:06:36	2024/2/7	 W   01:17:36	21.9	65.1
6668	 11:06:42	2024/2/7	 W   01:17:42	21.9	65.0
6669	 11:06:48	2024/2/7	 W   01:17:48	21.9	65.0
6670	 11:06:54	2024/2/7	 W   01:17:54	21.9	65.0
6671	 11:07:00	2024/2/7	 W   01:18:00	21.9	65.0
6672	 11:07:06	2024/2/7	 W   01:18:06	21.9	65.0
6673	 11:07:12	2024/2/7	 W   01:18:12	21.9	65.0
6674	 11:07:18	2024/2/7	 W   01:18:18	21.9	65.1
6675	 11:07:24	2024/2/7	 W   01:18:24	21.9	65.1
6676	 11:07:30	2024/2/7	 W   01:18:30	21.9	65.1
6677	 11:07:36	2024/2/7	 W   01:18:36	21.9	65.1
6678	 11:07:42	2024/2/7	 W   01:18:42	21.9	65.1
6679	 11:07:48	2024/2/7	 W   01:18:48	21.9	65.1
6680	 11:07:54	2024/2/7	 W   01:18:54	21.9	65.1
6681	 11:08:00	2024/2/7	 W   01:19:00	21.9	65.1
6682	 11:08:06	2024/2/7	 W   01:19:06	21.9	65.1
6683	 11:08:12	2024/2/7	 W   01:19:12	21.9	65.1
6684	 11:08:18	2024/2/7	 W   01:19:18	21.9	65.1
6685	 11:08:24	2024/2/7	 W   01:19:24	21.9	65.1
6686	 11:08:30	2024/2/7	 W   01:19:30	21.9	65.1
6687	 11:08:36	2024/2/7	 W   01:19:36	21.9	65.1
6688	 11:08:42	2024/2/7	 W   01:19:42	21.9	65.1
6689	 11:08:48	2024/2/7	 W   01:19:48	21.9	65.0
6690	 11:08:54	2024/2/7	 W   01:19:54	21.9	65.0
6691	 11:09:00	2024/2/7	 W   01:20:00	21.9	65.0
6692	 11:09:06	2024/2/7	 W   01:20:06	21.9	65.0
6693	 11:09:12	2024/2/7	 W   01:20:12	21.9	65.0
6694	 11:09:18	2024/2/7	 W   01:20:18	21.9	65.0
6695	 11:09:24	2024/2/7	 W   01:20:24	21.9	65.0
6696	 11:09:30	2024/2/7	 W   01:20:30	21.9	65.0
6697	 11:09:36	2024/2/7	 W   01:20:36	21.9	65.0
6698	 11:09:42	2024/2/7	 W   01:20:42	21.9	65.0
6699	 11:09:48	2024/2/7	 W   01:20:48	21.9	65.0
6700	 11:09:54	2024/2/7	 W   01:20:54	21.9	65.0
6701	 11:10:00	2024/2/7	 W   01:21:00	21.9	65.0
6702	 11:10:06	2024/2/7	 W   01:21:06	21.9	65.0
6703	 11:10:12	2024/2/7	 W   01:21:12	21.9	65.0
6704	 11:10:18	2024/2/7	 W   01:21:18	21.9	65.0
6705	 11:10:24	2024/2/7	 W   01:21:24	21.9	65.0
6706	 11:10:30	2024/2/7	 W   01:21:30	21.9	65.0
6707	 11:10:36	2024/2/7	 W   01:21:36	21.9	65.0
6708	 11:10:42	2024/2/7	 W   01:21:42	21.9	65.0
6709	 11:10:48	2024/2/7	 W   01:21:48	21.9	65.0
6710	 11:10:54	2024/2/7	 W   01:21:54	21.9	65.0
6711	 11:11:00	2024/2/7	 W   01:22:00	21.9	65.0
6712	 11:11:06	2024/2/7	 W   01:22:06	21.9	65.0
6713	 11:11:12	2024/2/7	 W   01:22:12	21.9	65.0
6714	 11:11:18	2024/2/7	 W   01:22:18	21.9	65.0
6715	 11:11:24	2024/2/7	 W   01:22:24	21.9	65.0
6716	 11:11:30	2024/2/7	 W   01:22:30	21.9	65.0
6717	 11:11:36	2024/2/7	 W   01:22:36	21.9	65.0
6718	 11:11:42	2024/2/7	 W   01:22:42	21.9	65.0
6719	 11:11:48	2024/2/7	 W   01:22:48	21.9	65.0
6720	 11:11:54	2024/2/7	 W   01:22:54	21.9	65.0
6721	 11:12:00	2024/2/7	 W   01:23:00	21.9	65.0
6722	 11:12:06	2024/2/7	 W   01:23:06	21.9	65.0
6723	 11:12:12	2024/2/7	 W   01:23:12	21.9	65.0
6724	 11:12:18	2024/2/7	 W   01:23:18	21.9	65.0
6725	 11:12:24	2024/2/7	 W   01:23:24	21.9	65.0
6726	 11:12:30	2024/2/7	 W   01:23:30	21.9	65.0
6727	 11:12:36	2024/2/7	 W   01:23:36	21.9	65.0
6728	 11:12:42	2024/2/7	 W   01:23:42	21.9	65.0
6729	 11:12:48	2024/2/7	 W   01:23:48	21.9	65.0
6730	 11:12:54	2024/2/7	 W   01:23:54	21.9	65.0
6731	 11:13:00	2024/2/7	 W   01:24:00	21.9	65.0
6732	 11:13:06	2024/2/7	 W   01:24:06	21.9	65.0
6733	 11:13:12	2024/2/7	 W   01:24:12	21.9	65.0
6734	 11:13:18	2024/2/7	 W   01:24:18	21.9	65.0
6735	 11:13:24	2024/2/7	 W   01:24:24	21.9	65.0
6736	 11:13:30	2024/2/7	 W   01:24:30	21.9	65.0
6737	 11:13:36	2024/2/7	 W   01:24:36	21.9	65.0
6738	 11:13:42	2024/2/7	 W   01:24:42	21.9	65.0
6739	 11:13:48	2024/2/7	 W   01:24:48	21.9	65.0
6740	 11:13:54	2024/2/7	 W   01:24:54	21.9	65.0
6741	 11:14:00	2024/2/7	 W   01:25:00	21.9	65.0
6742	 11:14:06	2024/2/7	 W   01:25:06	21.9	65.0
6743	 11:14:12	2024/2/7	 W   01:25:12	21.9	65.0
6744	 11:14:18	2024/2/7	 W   01:25:18	21.9	65.0
6745	 11:14:24	2024/2/7	 W   01:25:24	21.9	65.0
6746	 11:14:30	2024/2/7	 W   01:25:30	21.9	65.1
6747	 11:14:36	2024/2/7	 W   01:25:36	21.9	65.1
6748	 11:14:42	2024/2/7	 W   01:25:42	21.9	65.0
6749	 11:14:48	2024/2/7	 W   01:25:48	21.9	65.0
6750	 11:14:54	2024/2/7	 W   01:25:54	21.9	65.1
6751	 11:15:00	2024/2/7	 W   01:26:00	21.9	65.1
6752	 11:15:06	2024/2/7	 W   01:26:06	21.9	65.1
6753	 11:15:12	2024/2/7	 W   01:26:12	21.9	65.1
6754	 11:15:18	2024/2/7	 W   01:26:18	21.9	65.1
6755	 11:15:24	2024/2/7	 W   01:26:24	21.9	65.1
6756	 11:15:30	2024/2/7	 W   01:26:30	21.9	65.1
6757	 11:15:36	2024/2/7	 W   01:26:36	21.9	65.1
6758	 11:15:42	2024/2/7	 W   01:26:42	21.9	65.1
6759	 11:15:48	2024/2/7	 W   01:26:48	21.9	65.1
6760	 11:15:54	2024/2/7	 W   01:26:54	21.9	65.0
6761	 11:16:00	2024/2/7	 W   01:27:00	21.9	65.0
6762	 11:16:06	2024/2/7	 W   01:27:06	21.9	65.0
6763	 11:16:12	2024/2/7	 W   01:27:12	21.9	65.0
6764	 11:16:18	2024/2/7	 W   01:27:18	21.9	65.0
6765	 11:16:24	2024/2/7	 W   01:27:24	21.9	65.0
6766	 11:16:30	2024/2/7	 W   01:27:30	21.9	65.0
6767	 11:16:36	2024/2/7	 W   01:27:36	21.9	65.0
6768	 11:16:42	2024/2/7	 W   01:27:42	21.9	65.0
6769	 11:16:48	2024/2/7	 W   01:27:48	21.9	65.0
6770	 11:16:54	2024/2/7	 W   01:27:54	21.9	65.0
6771	 11:17:00	2024/2/7	 W   01:28:00	21.9	65.0
6772	 11:17:06	2024/2/7	 W   01:28:06	21.9	65.0
6773	 11:17:12	2024/2/7	 W   01:28:12	21.9	65.0
6774	 11:17:18	2024/2/7	 W   01:28:18	21.9	65.0
6775	 11:17:24	2024/2/7	 W   01:28:24	21.9	65.0
6776	 11:17:30	2024/2/7	 W   01:28:30	21.9	65.0
6777	 11:17:36	2024/2/7	 W   01:28:36	21.9	65.0
6778	 11:17:42	2024/2/7	 W   01:28:42	21.9	65.0
6779	 11:17:48	2024/2/7	 W   01:28:48	21.9	65.0
6780	 11:17:54	2024/2/7	 W   01:28:54	21.9	65.0
6781	 11:18:00	2024/2/7	 W   01:29:00	21.9	65.0
6782	 11:18:06	2024/2/7	 W   01:29:06	21.9	65.0
6783	 11:18:12	2024/2/7	 W   01:29:12	21.9	65.0
6784	 11:18:18	2024/2/7	 W   01:29:18	21.9	65.0
6785	 11:18:24	2024/2/7	 W   01:29:24	21.9	65.0
6786	 11:18:30	2024/2/7	 W   01:29:30	21.9	65.0
6787	 11:18:36	2024/2/7	 W   01:29:36	21.9	65.0
6788	 11:18:42	2024/2/7	 W   01:29:42	21.9	65.0
6789	 11:18:48	2024/2/7	 W   01:29:48	21.9	65.1
6790	 11:18:54	2024/2/7	 W   01:29:54	21.9	65.1
6791	 11:19:00	2024/2/7	 W   01:30:00	21.9	65.1
6792	 11:19:06	2024/2/7	 W   01:30:06	21.9	65.1
6793	 11:19:12	2024/2/7	 W   01:30:12	21.9	65.1
6794	 11:19:18	2024/2/7	 W   01:30:18	21.9	65.1
6795	 11:19:24	2024/2/7	 W   01:30:24	21.9	65.1
6796	 11:19:30	2024/2/7	 W   01:30:30	21.9	65.1
6797	 11:19:36	2024/2/7	 W   01:30:36	21.9	65.1
6798	 11:19:42	2024/2/7	 W   01:30:42	21.9	65.0
6799	 11:19:48	2024/2/7	 W   01:30:48	21.9	65.0
6800	 11:19:54	2024/2/7	 W   01:30:54	21.9	65.0
6801	 11:20:00	2024/2/7	 W   01:31:00	21.9	65.0
6802	 11:20:06	2024/2/7	 W   01:31:06	21.9	65.0
6803	 11:20:12	2024/2/7	 W   01:31:12	21.9	65.0
6804	 11:20:18	2024/2/7	 W   01:31:18	21.9	65.0
6805	 11:20:24	2024/2/7	 W   01:31:24	21.9	65.0
6806	 11:20:30	2024/2/7	 W   01:31:30	21.9	65.0
6807	 11:20:36	2024/2/7	 W   01:31:36	21.9	65.0
6808	 11:20:42	2024/2/7	 W   01:31:42	21.9	65.0
6809	 11:20:48	2024/2/7	 W   01:31:48	21.9	65.0
6810	 11:20:54	2024/2/7	 W   01:31:54	21.9	65.0
6811	 11:21:00	2024/2/7	 W   01:32:00	21.9	65.0
6812	 11:21:06	2024/2/7	 W   01:32:06	21.9	65.0
6813	 11:21:12	2024/2/7	 W   01:32:12	21.9	65.0
6814	 11:21:18	2024/2/7	 W   01:32:18	21.9	65.0
6815	 11:21:24	2024/2/7	 W   01:32:24	21.9	65.0
6816	 11:21:30	2024/2/7	 W   01:32:30	21.9	65.0
6817	 11:21:36	2024/2/7	 W   01:32:36	21.9	65.0
6818	 11:21:42	2024/2/7	 W   01:32:42	21.9	65.0
6819	 11:21:48	2024/2/7	 W   01:32:48	21.9	65.0
6820	 11:21:54	2024/2/7	 W   01:32:54	21.9	65.0
6821	 11:22:00	2024/2/7	 W   01:33:00	21.9	65.0
6822	 11:22:06	2024/2/7	 W   01:33:06	21.9	65.0
6823	 11:22:12	2024/2/7	 W   01:33:12	21.9	65.0
6824	 11:22:18	2024/2/7	 W   01:33:18	21.9	65.0
6825	 11:22:24	2024/2/7	 W   01:33:24	21.9	65.0
6826	 11:22:30	2024/2/7	 W   01:33:30	21.9	65.0
6827	 11:22:36	2024/2/7	 W   01:33:36	21.9	65.0
6828	 11:22:42	2024/2/7	 W   01:33:42	21.9	65.0
6829	 11:22:48	2024/2/7	 W   01:33:48	21.9	65.0
6830	 11:22:54	2024/2/7	 W   01:33:54	21.9	65.0
6831	 11:23:00	2024/2/7	 W   01:34:00	21.9	65.0
6832	 11:23:06	2024/2/7	 W   01:34:06	21.9	65.0
6833	 11:23:12	2024/2/7	 W   01:34:12	21.9	65.0
6834	 11:23:18	2024/2/7	 W   01:34:18	21.9	65.0
6835	 11:23:24	2024/2/7	 W   01:34:24	21.9	65.0
6836	 11:23:30	2024/2/7	 W   01:34:30	21.9	65.1
6837	 11:23:36	2024/2/7	 W   01:34:36	21.9	65.3
6838	 11:23:42	2024/2/7	 W   01:34:42	21.9	65.3
6839	 11:23:48	2024/2/7	 W   01:34:48	22.0	65.3
6840	 11:23:54	2024/2/7	 W   01:34:54	21.9	65.3
6841	 11:24:00	2024/2/7	 W   01:35:00	21.9	65.4
6842	 11:24:06	2024/2/7	 W   01:35:06	22.0	65.4
6843	 11:24:12	2024/2/7	 W   01:35:12	22.0	65.4
6844	 11:24:18	2024/2/7	 W   01:35:18	22.0	65.4
6845	 11:24:24	2024/2/7	 W   01:35:24	22.0	65.4
6846	 11:24:30	2024/2/7	 W   01:35:30	22.0	65.3
6847	 11:24:36	2024/2/7	 W   01:35:36	22.0	65.3
6848	 11:24:42	2024/2/7	 W   01:35:42	22.0	65.4
6849	 11:24:48	2024/2/7	 W   01:35:48	22.0	65.4
6850	 11:24:54	2024/2/7	 W   01:35:54	22.0	65.5
6851	 11:25:00	2024/2/7	 W   01:36:00	22.0	65.4
6852	 11:25:06	2024/2/7	 W   01:36:06	22.0	65.4
6853	 11:25:12	2024/2/7	 W   01:36:12	22.0	65.5
6854	 11:25:18	2024/2/7	 W   01:36:18	22.0	65.5
6855	 11:25:24	2024/2/7	 W   01:36:24	22.0	65.5
6856	 11:25:30	2024/2/7	 W   01:36:30	22.0	65.4
6857	 11:25:36	2024/2/7	 W   01:36:36	22.0	65.4
6858	 11:25:42	2024/2/7	 W   01:36:42	22.0	65.4
6859	 11:25:48	2024/2/7	 W   01:36:48	22.0	65.4
6860	 11:25:54	2024/2/7	 W   01:36:54	21.9	65.3
6861	 11:26:00	2024/2/7	 W   01:37:00	21.9	65.3
6862	 11:26:06	2024/2/7	 W   01:37:06	21.9	65.3
6863	 11:26:12	2024/2/7	 W   01:37:12	21.9	65.3
6864	 11:26:18	2024/2/7	 W   01:37:18	21.9	65.3
6865	 11:26:24	2024/2/7	 W   01:37:24	21.9	65.2
6866	 11:26:30	2024/2/7	 W   01:37:30	21.9	65.2
6867	 11:26:36	2024/2/7	 W   01:37:36	22.0	65.1
6868	 11:26:42	2024/2/7	 W   01:37:42	21.9	65.2
6869	 11:26:48	2024/2/7	 W   01:37:48	21.9	65.2
6870	 11:26:54	2024/2/7	 W   01:37:54	21.9	65.2
6871	 11:27:00	2024/2/7	 W   01:38:00	21.9	65.2
6872	 11:27:06	2024/2/7	 W   01:38:06	21.9	65.2
6873	 11:27:12	2024/2/7	 W   01:38:12	21.9	65.2
6874	 11:27:18	2024/2/7	 W   01:38:18	21.9	65.2
6875	 11:27:24	2024/2/7	 W   01:38:24	21.9	65.1
6876	 11:27:30	2024/2/7	 W   01:38:30	21.9	65.1
6877	 11:27:36	2024/2/7	 W   01:38:36	21.9	65.1
6878	 11:27:42	2024/2/7	 W   01:38:42	21.9	65.1
6879	 11:27:48	2024/2/7	 W   01:38:48	21.9	65.1
6880	 11:27:54	2024/2/7	 W   01:38:54	21.9	65.2
6881	 11:28:00	2024/2/7	 W   01:39:00	21.9	65.2
6882	 11:28:06	2024/2/7	 W   01:39:06	21.9	65.2
6883	 11:28:12	2024/2/7	 W   01:39:12	21.9	65.2
6884	 11:28:18	2024/2/7	 W   01:39:18	21.9	65.2
6885	 11:28:24	2024/2/7	 W   01:39:24	21.9	65.2
6886	 11:28:30	2024/2/7	 W   01:39:30	21.9	65.2
6887	 11:28:36	2024/2/7	 W   01:39:36	21.9	65.2
6888	 11:28:42	2024/2/7	 W   01:39:42	21.9	65.2
6889	 11:28:48	2024/2/7	 W   01:39:48	21.9	65.2
6890	 11:28:54	2024/2/7	 W   01:39:54	21.9	65.2
6891	 11:29:00	2024/2/7	 W   01:40:00	21.9	65.2
6892	 11:29:06	2024/2/7	 W   01:40:06	21.9	65.2
6893	 11:29:12	2024/2/7	 W   01:40:12	21.9	65.2
6894	 11:29:18	2024/2/7	 W   01:40:18	21.9	65.2
6895	 11:29:24	2024/2/7	 W   01:40:24	21.9	65.2
6896	 11:29:30	2024/2/7	 W   01:40:30	21.9	65.2
6897	 11:29:36	2024/2/7	 W   01:40:36	21.9	65.2
6898	 11:29:42	2024/2/7	 W   01:40:42	21.9	65.2
6899	 11:29:48	2024/2/7	 W   01:40:48	21.9	65.2
6900	 11:29:54	2024/2/7	 W   01:40:54	21.9	65.2
6901	 11:30:00	2024/2/7	 W   01:41:00	21.9	65.2
6902	 11:30:06	2024/2/7	 W   01:41:06	21.9	65.2
